evm.model.chr7.112.1.6720f743	sp|P80317|TCPZ_MOUSE	72.9	454	123	0	1	454	1	454	7.43e-238	663
evm.model.chr7.113	sp|Q8IRR5|SIR4_DROME	49.8	285	143	0	29	313	23	307	4.30e-108	320
evm.model.chr7.114.1.6720f744	sp|P39736|BX42_DROME	71.4	441	114	5	10	440	86	524	2.28e-207	587
evm.model.chr7.115.4.6720f745	sp|Q8R0S2|IQEC1_MOUSE	39.5	844	430	17	170	940	97	932	7.46e-158	492
evm.model.chr7.116.4.6720f747	sp|Q8NCE2|MTMRE_HUMAN	41.8	670	307	16	9	643	29	650	3.37e-147	444
evm.model.chr7.117	sp|A0A1L8FM16|PX10B_XENLA	37.2	148	75	5	86	215	177	324	3.09e-23	98.2
evm.model.chr7.121	sp|P08645|RAP1_DROME	94.0	184	11	0	1	184	1	184	6.25e-120	339
evm.model.chr7.122.1.6720f748	sp|Q69ZK9|NLGN2_MOUSE	29.3	451	270	12	1	426	180	606	1.05e-48	182
evm.model.chr7.123.6.6720f74c	sp|Q9ULL1|PKHG1_HUMAN	50.2	329	156	2	218	546	114	434	2.89e-91	328
evm.model.chr7.124	sp|Q8IVH8|M4K3_HUMAN	52.9	929	369	15	11	910	6	894	0.0	919
evm.model.chr7.125	sp|A2AJ76|HMCN2_MOUSE	22.7	534	322	24	36	568	529	972	1.04e-10	69.3
evm.model.chr7.126	sp|Q9NRC6|SPTN5_HUMAN	30.3	3053	1974	34	592	3577	518	3484	0.0	1187
evm.model.chr7.127.4.6720f74f	sp|B2RRL2|JERKL_MOUSE	39.2	148	89	1	1	147	1	148	4.13e-24	103
evm.model.chr7.129	sp|O00566|MPP10_HUMAN	41.4	696	315	18	7	634	11	681	4.90e-102	328
evm.model.chr7.130.1.6720f750	sp|O15945|ARNT_DROME	56.2	680	212	21	119	750	1	642	2.48e-226	650
evm.model.chr7.131.1.6720f751	sp|Q6KC79|NIPBL_HUMAN	50.4	1565	645	20	515	2061	1187	2637	0.0	1330
evm.model.chr7.133.16.6720f755	sp|Q9W3Y4|GA2PE_DROME	53.7	510	150	11	4	453	3	486	2.81e-147	455
evm.model.chr7.134	sp|Q9VBV3|TAKT_DROME	32.2	202	126	4	56	250	48	245	2.49e-27	108
evm.model.chr7.140	sp|Q96RR4|KKCC2_HUMAN	52.0	421	190	6	563	973	112	530	5.34e-128	404
evm.model.chr7.141	sp|P54802|ANAG_HUMAN	45.3	711	380	7	402	1106	28	735	1.87e-219	650
evm.model.chr7.142	sp|P34492|YMQ1_CAEEL	27.6	257	166	10	17	259	10	260	3.25e-15	79.3
evm.model.chr7.144	sp|Q92832|NELL1_HUMAN	38.7	825	455	19	143	957	23	806	6.43e-173	535
evm.model.chr7.147	sp|P62846|RS15_CHICK	82.3	147	24	1	1	147	1	145	1.84e-80	236
evm.model.chr7.148	sp|Q3SZD4|WDR18_BOVIN	34.3	437	256	8	4	419	1	427	1.85e-71	234
evm.model.chr7.150	sp|E2AYH6|CAPA_CAMFO	37.1	186	79	7	1	158	1	176	9.48e-26	99.8
evm.model.chr7.154	sp|Q9NS85|CAH10_HUMAN	41.7	312	168	7	16	316	17	325	1.11e-87	268
evm.model.chr7.156	sp|A0A0K1YW63|SECP_APICE	99.1	115	1	0	1	115	1	115	2.33e-75	221
evm.model.chr7.157	sp|Q9U6B8|CRCM1_DROME	57.2	194	83	0	153	346	134	327	1.64e-65	214
evm.model.chr7.158	sp|Q8TCT6|SPPL3_HUMAN	69.6	125	30	3	6	125	263	384	1.91e-51	169
evm.model.chr7.159	sp|Q8TCT6|SPPL3_HUMAN	66.1	224	67	1	8	231	6	220	8.52e-93	280
evm.model.chr7.160.8.6720f768	sp|P22059|OSBP1_HUMAN	50.7	746	297	13	70	800	118	807	5.76e-230	667
evm.model.chr7.161.4.6720f768	sp|P92177|1433E_DROME	87.1	240	25	1	1	234	23	262	1.31e-143	404
evm.model.chr7.163	sp|Q5NVR2|MDHM_PONAB	67.6	321	103	1	18	337	15	335	8.38e-150	427
evm.model.chr7.164.4.6720f768	sp|Q561R7|TF2H3_RAT	45.8	277	130	3	2	259	3	278	1.39e-79	246
evm.model.chr7.165	sp|Q4LDG9|DNAL1_HUMAN	67.8	180	57	1	4	182	3	182	2.01e-51	166
evm.model.chr7.166	sp|Q9W379|ZPR1_DROME	54.0	437	195	5	12	445	20	453	2.00e-168	484
evm.model.chr7.167.3.6720f769	sp|Q13362|2A5G_HUMAN	73.2	512	126	3	42	553	17	517	7.66e-271	751
evm.model.chr7.168.1.6720f769	sp|B2D0J4|VDPP4_APIME	39.6	748	424	13	49	789	44	770	1.58e-172	519
evm.model.chr7.169	sp|Q9P1U0|RPA12_HUMAN	45.8	120	64	1	4	123	8	126	1.29e-30	108
evm.model.chr7.170	sp|B3MDR0|FBSP1_DROAN	79.3	256	51	1	1	256	2	255	7.12e-159	444
evm.model.chr7.171	sp|Q6PHN7|TM164_MOUSE	38.2	254	142	2	1	239	9	262	1.82e-61	199
evm.model.chr7.173	sp|Q9H902|REEP1_HUMAN	60.1	148	57	2	32	179	12	157	3.80e-56	184
evm.model.chr7.187	sp|Q5ZIX8|KDM3A_CHICK	44.1	853	398	13	1840	2678	528	1315	1.79e-212	686
evm.model.chr7.188	sp|Q641Z2|PTN9_RAT	43.3	646	295	4	1	646	11	585	2.71e-181	530
evm.model.chr7.189	sp|Q3UHD6|SNX27_MOUSE	58.1	485	195	5	47	525	39	521	1.49e-200	572
evm.model.chr7.191	sp|Q6DGQ8|NDK5_DANRE	49.5	198	98	1	118	315	12	207	1.79e-63	203
evm.model.chr7.192	sp|Q6NSJ0|MYORG_HUMAN	30.7	580	353	18	298	855	158	710	1.25e-79	275
evm.model.chr7.194	sp|Q9VAJ3|PPK19_DROME	28.7	209	124	8	247	433	306	511	1.23e-16	85.5
evm.model.chr7.195	sp|P51112|HD_TAKRU	31.4	3220	1790	75	1	2885	1	3137	0.0	1367
evm.model.chr7.197	sp|Q9VBZ9|B4GT7_DROME	64.8	244	85	1	32	274	73	316	5.83e-118	344
evm.model.chr7.198	sp|Q9VTZ5|TRFM_DROME	57.5	797	321	10	22	814	25	807	0.0	910
evm.model.chr7.202.1.6720f774	sp|P35502|ESTF_MYZPE	49.3	67	31	2	26	91	128	192	3.61e-13	67.4
evm.model.chr7.203_evm.model.chr7.204	sp|P35501|ESTE_MYZPE	34.7	530	310	13	11	526	15	522	3.74e-95	304
evm.model.chr7.205	sp|Q17QW3|RDH14_BOVIN	46.1	295	138	6	348	624	41	332	3.72e-71	236
evm.model.chr7.206	sp|P40301|PSA2_DROME	84.6	234	36	0	1	234	1	234	6.56e-142	399
evm.model.chr7.213	sp|Q9VVE5|MSIR6_DROME	62.7	177	65	1	60	235	28	204	3.21e-77	246
evm.model.chr7.215.1.6720f774	sp|Q86TI2|DPP9_HUMAN	37.4	655	369	18	8	630	12	657	7.58e-127	398
evm.model.chr7.216	sp|Q9VLJ9|RM51_DROME	69.9	136	40	1	27	161	39	174	4.21e-66	202
evm.model.chr7.220	sp|P18172|DHGL_DROPS	38.0	626	303	10	50	671	64	608	2.43e-124	385
evm.model.chr7.223	sp|Q80T41|GABR2_MOUSE	44.9	769	409	8	54	809	57	823	1.62e-211	643
evm.model.chr7.224.1.6720f786	sp|P20000|ALDH2_BOVIN	69.4	454	136	2	12	462	19	472	2.50e-234	654
evm.model.chr7.225_evm.model.chr7.226	sp|Q7ZVL2|WDR24_DANRE	40.5	804	405	18	4	771	13	779	3.74e-210	615
evm.model.chr7.227	sp|Q3TY86|AIFM3_MOUSE	37.3	531	320	6	66	590	62	585	1.76e-120	373
evm.model.chr7.229	sp|Q9VSR3|ORB2_DROME	86.3	291	27	2	117	395	415	704	3.31e-182	526
evm.model.chr7.232	sp|Q9VVI9|CHMP5_DROME	64.9	222	77	1	1	221	1	222	3.79e-94	277
evm.model.chr7.233	sp|Q9D6T1|TBE_MOUSE	43.2	488	238	9	1	472	1	465	1.13e-123	372
evm.model.chr7.234	sp|Q9VXD6|NEMP_DROME	34.4	375	230	5	28	397	24	387	2.35e-71	234
evm.model.chr7.236_evm.model.chr7.237	sp|Q86B91|TINC_DROME	27.2	1010	480	31	61	886	74	1012	8.14e-56	217
evm.model.chr7.238	sp|Q9VN12|NCKXH_DROME	61.4	555	134	8	180	658	83	633	4.96e-223	638
evm.model.chr7.239	sp|Q99614|TTC1_HUMAN	52.7	226	105	1	51	276	65	288	7.12e-72	225
evm.model.chr7.240	sp|Q868G6|TACHY_APIME	94.4	342	15	3	1	341	1	339	2.35e-190	530
evm.model.chr7.242.1.6720f78c	sp|Q5E9V6|COMD4_BOVIN	42.6	197	103	2	1	187	1	197	1.37e-39	136
evm.model.chr7.243	sp|Q9W596|FUTSC_DROME	43.4	1295	535	33	49	1235	110	1314	3.38e-203	710
evm.model.chr7.245.1.6720f78f	sp|Q5REQ8|DCP2_PONAB	57.6	236	99	1	6	241	8	242	6.38e-100	307
evm.model.chr7.246	sp|Q29081|PMVK_PIG	43.8	169	92	1	18	186	6	171	9.46e-53	170
evm.model.chr7.247.2.6720f790	sp|Q24154|RL29_DROME	76.3	59	14	0	1	59	1	59	8.04e-23	85.5
evm.model.chr7.248.1.6720f791	sp|Q9VM21|GUDU_DROME	38.1	630	384	3	59	687	37	661	1.56e-115	365
evm.model.chr7.249	sp|P82921|RT21_HUMAN	50.6	87	43	0	3	89	1	87	3.78e-28	100
evm.model.chr7.264	sp|Q66I61|STEEP_DANRE	64.3	221	73	5	1	216	1	220	7.09e-93	274
evm.model.chr7.265	sp|Q5XKL5|BTBD8_HUMAN	33.4	350	217	3	1414	1758	188	526	4.99e-54	213
evm.model.chr7.266	sp|Q7SXE8|CDK9_DANRE	75.4	378	84	5	8	382	3	374	5.33e-206	573
evm.model.chr7.267_evm.model.chr7.268	sp|Q8CD91|SMOC2_MOUSE	26.4	504	221	10	49	527	51	429	8.03e-47	172
evm.model.chr7.269	sp|Q16HH9|MED23_AEDAE	66.3	1327	408	16	45	1352	44	1350	0.0	1764
evm.model.chr7.270	sp|Q9H4Y5|GSTO2_HUMAN	35.6	160	99	3	6	161	9	168	2.88e-27	105
evm.model.chr7.271	sp|Q8WZ64|ARAP2_HUMAN	23.5	659	444	17	616	1252	925	1545	1.19e-40	168
evm.model.chr7.274.2.6720f79f	sp|Q66H88|PLPP6_RAT	33.0	179	118	1	17	193	101	279	4.76e-25	102
evm.model.chr7.275_evm.model.chr7.276	sp|Q16Y34|ATAT_AEDAE	42.8	264	144	3	1	259	1	262	2.91e-66	213
evm.model.chr7.277	sp|Q9V7G5|C4AA1_DROME	46.3	378	190	5	20	391	22	392	2.17e-108	331
evm.model.chr7.278	sp|Q9V7G5|C4AA1_DROME	59.0	117	48	0	4	120	391	507	6.07e-44	152
evm.model.chr7.280.2.6720f7a2	sp|Q9W074|HBS1_DROME	63.3	436	158	2	112	545	235	670	3.08e-198	572
evm.model.chr7.281	sp|Q96KP4|CNDP2_HUMAN	64.8	472	165	1	9	480	4	474	2.32e-229	640
evm.model.chr7.282	sp|C3YWU0|FUCO_BRAFL	63.7	336	120	1	1	336	75	408	1.71e-166	474
evm.model.chr7.283	sp|P35122|UCHL_DROME	51.5	227	106	3	1	227	1	223	3.03e-75	230
evm.model.chr7.284	sp|P13129|LUCI_NIPCR	30.3	498	336	4	449	935	46	543	4.69e-82	278
evm.model.chr7.285	sp|O02350|CBPA1_ANOGA	50.4	405	196	2	10	409	24	428	8.04e-143	416
evm.model.chr7.286	sp|Q9VP61|ACSA_DROME	64.5	242	83	2	5	243	7	248	6.69e-111	336
evm.model.chr7.287	sp|Q9VP61|ACSA_DROME	80.5	261	51	0	1	261	262	522	2.47e-161	466
evm.model.chr7.288	sp|P15007|ENO_DROME	53.6	435	198	4	1	434	68	499	4.17e-156	454
evm.model.chr7.289	sp|Q9VP61|ACSA_DROME	75.6	127	31	0	1	127	540	666	1.50e-59	197
evm.model.chr7.290.3.6720f7a7	sp|O55023|IMPA1_MOUSE	50.2	239	116	2	8	245	11	247	6.49e-80	244
evm.model.chr7.292.4.6720f7a8	sp|Q13523|PRP4B_HUMAN	59.7	533	185	8	425	952	500	1007	5.63e-190	577
evm.model.chr7.297.1.6720f7ad	sp|Q13972|RGRF1_HUMAN	43.1	1518	585	25	6	1493	1	1270	0.0	1022
evm.model.chr7.299.3.6720f7af	sp|P35128|UBE2N_DROME	89.3	150	16	0	1	150	1	150	4.89e-101	289
evm.model.chr7.300	sp|Q9BY12|SCAPE_HUMAN	33.6	883	519	19	800	1651	501	1347	1.11e-82	303
evm.model.chr7.304.2.6720f7b1	sp|P61371|ISL1_HUMAN	55.3	255	84	4	1	255	93	317	9.75e-84	259
evm.model.chr7.305.2.6720f7b5	sp|O95219|SNX4_HUMAN	52.7	296	136	3	30	323	55	348	2.27e-103	313
evm.model.chr7.308.2.6720f7b7	sp|B4MB78|FOXO_DROVI	48.6	525	215	16	17	515	14	509	1.66e-120	371
evm.model.chr7.309.1.6720f7bc	sp|Q9VCC3|RT24_DROME	58.5	142	59	0	26	167	24	165	3.68e-57	179
evm.model.chr7.310	sp|Q5XH73|CN6LB_XENLA	53.0	202	86	4	237	432	337	535	1.17e-66	225
evm.model.chr7.311	sp|Q9ULM6|CNOT6_HUMAN	68.2	173	55	0	3	175	164	336	3.54e-84	261
evm.model.chr7.326	sp|E0VI98|RU1C_PEDHC	90.1	81	7	1	1	81	1	80	4.72e-48	156
evm.model.chr7.329_evm.model.chr7.328	sp|P91766|ACH1_MANSE	67.6	556	123	7	19	568	9	513	8.48e-253	705
evm.model.chr7.330	sp|Q10836|TRHDE_RAT	27.7	794	528	20	296	1054	229	1011	1.21e-73	268
evm.model.chr7.332	sp|P97449|AMPN_MOUSE	25.8	942	600	32	59	950	72	964	6.59e-87	303
evm.model.chr7.333.2.6720f7d3	sp|Q7KRI2|LOLAL_DROME	35.3	116	75	0	1	116	1	116	1.94e-17	82.4
evm.model.chr7.334.3.6720f7d5	sp|Q9V895|AN32A_DROME	71.5	144	40	1	23	166	13	155	4.66e-62	198
evm.model.chr7.335	sp|Q7TQF7|AMPH_MOUSE	42.0	238	137	1	1	238	1	237	7.04e-56	198
evm.model.chr7.336	sp|P91950|GNAQ_HOMAM	83.9	199	32	0	1	199	1	199	1.13e-113	332
evm.model.chr7.337	sp|P21279|GNAQ_MOUSE	88.0	200	24	0	33	232	160	359	2.88e-127	367
evm.model.chr7.338.1.6720f7d9	sp|P52624|UPP1_MOUSE	50.7	306	150	1	31	336	6	310	4.95e-103	309
evm.model.chr7.339	sp|Q9NFP1|VNNL1_DROME	33.2	509	279	15	28	500	30	513	4.31e-75	249
evm.model.chr7.340	sp|Q9NFP1|VNNL1_DROME	35.2	511	256	19	25	487	30	513	6.13e-80	262
evm.model.chr7.343	sp|Q29RP1|UBP1_BOVIN	25.9	548	265	16	92	528	83	600	4.06e-32	136
evm.model.chr7.345	sp|Q9Y813|RPR2_SCHPO	38.2	102	56	2	9	103	4	105	3.56e-14	67.4
evm.model.chr7.346	sp|Q9VGG5|CAD87_DROME	48.3	1894	872	15	47	1842	7	1891	0.0	1697
evm.model.chr7.347.1.6720f7e6	sp|P08985|H2AV_DROME	97.1	68	2	0	1	68	1	68	7.25e-37	124
evm.model.chr7.348.1.6720f7e7	sp|P34714|SPRC_CAEEL	42.3	213	121	2	40	250	52	264	7.08e-61	196
evm.model.chr7.350	sp|P97379|G3BP2_MOUSE	35.3	556	209	14	1	541	1	420	1.23e-54	196
evm.model.chr7.351	sp|Q08473|SQD_DROME	67.9	215	60	4	7	218	14	222	5.63e-92	281
evm.model.chr7.353	sp|Q9VE46|SC5A7_DROME	81.4	559	99	1	78	631	1	559	0.0	913
evm.model.chr7.356	sp|P07668|CLAT_DROME	41.4	736	378	18	95	796	3	719	2.23e-172	517
evm.model.chr7.357	sp|Q9Y6R4|M3K4_HUMAN	38.0	631	281	14	779	1310	983	1602	1.17e-114	398
evm.model.chr7.358.4.6720f7ef	sp|B0WYY2|MOEH_CULQU	77.2	513	109	2	1	507	62	572	4.86e-211	599
evm.model.chr7.359.1.6720f7ef	sp|Q6PAV2|HERC4_MOUSE	46.8	1071	539	10	1	1054	1	1057	1.85e-304	877
evm.model.chr7.360	sp|A1ZA47|ZASP_DROME	41.9	62	36	0	9	70	152	213	8.99e-08	55.8
evm.model.chr7.362	sp|P40320|METK_DROME	79.2	408	80	3	1	404	1	407	3.15e-242	667
evm.model.chr7.363	sp|Q6GL69|MK67I_XENTR	43.9	173	88	3	59	229	16	181	5.42e-37	134
evm.model.chr7.364	sp|P39021|MEOX2_XENLA	86.2	65	9	0	113	177	178	242	7.14e-29	111
evm.model.chr7.365.1.6720f7f4	sp|P23352|KALM_HUMAN	28.5	354	215	13	11	341	130	468	4.15e-33	133
evm.model.chr7.367.1.6720f7f5	sp|P48284|CAH4_RAT	35.4	212	127	5	39	243	37	245	1.94e-33	127
evm.model.chr7.368	sp|Q18120|TWK18_CAEEL	23.8	332	176	10	35	318	12	314	2.09e-17	86.3
evm.model.chr7.369	sp|B4MVR2|GATC_DROWI	37.5	88	54	1	4	91	56	142	4.49e-13	63.9
evm.model.chr7.370	sp|Q9W6G7|DPOG2_XENLA	27.7	231	127	7	93	290	235	458	1.10e-07	56.2
evm.model.chr7.371	sp|O76767|ERD2_DROME	82.1	212	38	0	1	212	1	212	2.67e-121	345
evm.model.chr7.372	sp|Q05913|T2FA_DROME	58.8	548	188	7	14	530	37	577	4.86e-114	352
evm.model.chr7.373.1.6720f7f6	sp|A8E657|AASS_BOVIN	51.9	871	409	5	14	881	25	888	0.0	923
evm.model.chr7.374	sp|Q557F7|Y3589_DICDI	20.6	350	204	12	47	327	10	354	7.40e-07	55.1
evm.model.chr7.375_evm.model.chr7.376	sp|Q6DFB8|TTC37_XENLA	27.3	1163	791	22	12	1133	54	1202	5.28e-97	345
evm.model.chr7.377.2.6720f7f8	sp|Q9TZC4|ILKH_CAEEL	65.6	448	152	2	1	447	18	464	2.94e-166	479
evm.model.chr7.378	sp|P35502|ESTF_MYZPE	34.4	511	299	13	6	501	29	518	5.35e-79	261
evm.model.chr7.379	sp|P35502|ESTF_MYZPE	35.8	424	251	11	6	417	29	443	2.60e-65	223
evm.model.chr7.380.2.6720f7fa	sp|Q28824|MYLK_BOVIN	49.0	463	209	8	6	454	591	1040	5.80e-131	423
evm.model.chr7.381.2.6720f7fc	sp|Q8WZ42|TITIN_HUMAN	22.6	1709	989	43	6945	8525	7761	9264	1.41e-84	318
evm.model.chr7.382.1.6720f7fd	sp|G4SLH0|TTN1_CAEEL	34.3	359	227	3	80	437	15556	15906	8.92e-55	215
evm.model.chr7.383_evm.model.chr7.384	sp|Q7SX85|SESD1_DANRE	27.5	655	436	9	6	636	1	640	3.33e-70	256
evm.model.chr7.385	sp|O02827|MYLK_SHEEP	34.6	127	76	3	520	639	295	421	5.16e-12	72.0
evm.model.chr7.388_evm.model.chr7.387	sp|Q9I7U4|TITIN_DROME	53.4	7665	2721	80	1	7505	303	7279	0.0	6750
evm.model.chr7.387.1.6720f801	sp|Q9I7U4|TITIN_DROME	51.1	6584	2382	74	3	6427	1276	7183	0.0	5319
evm.model.chr7.389	sp|Q9I7U4|TITIN_DROME	53.6	1755	748	13	1	1728	16414	18128	0.0	1859
evm.model.chr7.391	sp|P18459|TY3H_DROME	66.7	580	171	3	1	559	1	579	2.48e-277	769
evm.model.chr7.393	sp|Q0VCJ7|RERG_BOVIN	42.1	152	68	2	18	150	6	156	1.65e-27	104
evm.model.chr7.394	sp|Q03445|GLR1_DROME	64.2	954	282	13	67	971	38	980	0.0	1195
evm.model.chr7.398.2.6720f80c	sp|P25123|GBRB_DROME	96.4	332	9	1	115	443	45	376	1.87e-222	629
evm.model.chr7.399	sp|Q9BLC5|HSP83_BOMMO	85.9	724	94	4	1	724	1	716	0.0	1156
evm.model.chr7.400	sp|Q9W0S7|SND1_DROME	50.8	912	423	13	3	891	17	925	1.70e-300	855
evm.model.chr7.402	sp|Q16943|VP33_APLCA	57.8	128	53	1	1	128	1	127	8.75e-46	156
evm.model.chr7.405	sp|Q8IRI6|GTR1_DROME	82.7	514	77	2	95	606	8	511	3.04e-272	789
evm.model.chr7.406.2.6720f820	sp|Q7QCJ9|MED27_ANOGA	55.2	250	103	3	10	254	6	251	6.63e-90	271
evm.model.chr7.407.7.6720f821	sp|Q80W92|VAC14_RAT	51.3	616	229	7	1	546	1	615	2.90e-197	574
evm.model.chr7.408	sp|Q14164|IKKE_HUMAN	39.9	626	335	8	4	617	1	597	2.35e-147	450
evm.model.chr7.409	sp|A8K2U0|A2ML1_HUMAN	29.5	1525	929	37	30	1503	23	1452	2.55e-205	654
evm.model.chr7.410.1.6720f823	sp|Q6P9S0|MTSS2_MOUSE	50.1	359	123	7	4	362	3	305	3.88e-90	304
evm.model.chr7.412.1.6720f823	sp|Q9DBL7|COASY_MOUSE	34.2	506	293	12	3	484	5	494	2.91e-81	265
evm.model.chr7.413	sp|Q9XUC2|IFT22_CAEEL	28.1	199	108	4	5	169	30	227	8.70e-19	84.0
evm.model.chr7.414	sp|P78563|RED1_HUMAN	28.8	264	151	6	260	517	79	311	7.77e-17	87.4
evm.model.chr7.415	sp|Q9Y2W2|WBP11_HUMAN	50.0	230	75	3	1	219	1	201	3.07e-52	192
evm.model.chr7.416	sp|P0C218|DDX20_DANRE	49.0	406	201	2	6	407	8	411	4.15e-117	385
evm.model.chr7.417	sp|Q6PAE6|CE022_XENLA	56.9	116	49	1	5	120	10	124	9.74e-43	147
evm.model.chr7.440	sp|Q7SZF1|CE022_DANRE	40.2	102	57	3	48	146	207	307	4.70e-10	61.6
evm.model.chr7.451	sp|Q9VI85|DTWD2_DROME	57.8	244	98	2	3	245	2	241	7.92e-98	289
evm.model.chr7.452	sp|B5DZN7|ANM7_DROPS	43.7	695	370	11	15	696	1	687	1.08e-204	595
evm.model.chr7.453.2.6720f845	sp|Q17QJ5|TSN5_BOVIN	53.8	199	89	3	13	210	10	206	5.80e-75	231
